id	gate_id	author_id	title	coverImage	body	rangeStartDate	rangeEndDate	links	category	attachments	slug
156	117	141	La storia di Castel Sant'Angelo	5aebf65ffb38d088da75fe96017a8b29.jpg	"<p>Mentre tutti gli altri monumenti di epoca romana vengono travolti o&nbsp;ridotti a rovine Castel Sant'Angelo accompagna per quasi duemila anni le sorti e la storia di Roma.</p><p>&nbsp;Castel Sant'Angelo fu&nbsp;realizzato intorno al 123 d.C. </p><p>Nasce come sepolcro voluto dall'imperatore Adriano in un'area periferica dell'antica Roma ed assolve questa sua funzione originaria fino al 403 d.C. circa, quando viene incluso nelle mura aureliane per volere dell'imperatore occidentale Onorio. Da questo momento inizia una 'seconda vita' nelle vesti di castellum, baluardo avanzato oltre il Tevere a protezione della città. </p><p><p>Nel 1367 le chiavi dell'edificio vengono consegnate a papa Urbano V, per sollecitare il rientro della Curia a Roma dall'esilio avignonese. Da questo momento in poi Castel Sant'Angelo lega inscindibilmente le sue sorti a quelle dei pontefici, che lo adattano a residenza in cui rifugiarsi nei momenti di pericolo.</p><p>Grazie alla sua struttura solida e fortificata ed alla sua fama di imprendibilità il Castello ospita l'Archivio ed il Tesoro Vaticani, ma viene adattato anche a tribunale e prigione.</p><p>Con il cambiamento di funzione, l'aspetto e l'impianto del Castello vengono rimodellati attraverso una lunghissima serie di interventi che si snodano nel corso di quattro secoli. </p><p>La storia lunghissima e variegata dell'edificio, con le sue mille metamorfosi sembra essersi sedimentata nel complicato intrico di sotterranei, ambienti, logge, scale e cortili che costituiscono l'attuale assetto del Castello.</p><p>La struttura originaria e le successive superfetazioni si fondono l'una con le altre, e danno vita ad un organismo&nbsp; complesso, carico di valenze simboliche e di stratificazioni storiche. </p></p><p><img src=""https://api.theland.me/uploads/user/141/attachment/b6ac766f2e683160ac2c6b2671e80ed4.jpeg""></p>"	2017-04-20	2017-04-21	[]	me	[]	la-storia-di-castel-sant-angelo
158	141	140	LA SORA MARIA	b5dc746111c4dde1c79972658803be81.jpg	"<p><div><p>Il chiosco di ""Grattachecca"" noto come ""Sora Maria"" si trova all'inizio di Via Trionfale in Prati. famosa è la granita che si chiama la sora maria appunto prende il nome del chiosco .Ci sono poi luoghi unici, dove da più di 80 anni non è affatto uno stress fare la fila, di sera anche di un’ora, per gustarsi la mitica ""grattachecca"".</p><p>La sora Maria (signora Maria, in italiano) ormai ci ha lasciati alcuni anni fa, ma figlie e nipoti continuano la tradizione. Dalle 15 alle 2 di notte costituiscono una vera e propria catena di montaggio, tra chi spezza il ghiaccio, chi mette lo sciroppo e chi la frutta. E tanta allegria che circonda questo chiosco storico di Roma<br></p><p>io e mia madre ogni anno verso la metà di giugno andiamo al concerto di Tiziano ferro, in un certo senso è diventato anche tradizione andare a bere prima del concerto la grattacchecca.</p></div><p><img src=""https://api.theland.me/uploads/user/140/attachment/4bdc9121da5fe9472f638e561a237887.jpeg""></p><p><br></p><p>Inizialmente quando arrivi non sai mai che prendere, almeno secondo me, poi ci sta una sorta di menù con quelle più famose ad esempio:</p><p>la golosona</p><p>la sora maria</p><p>la dissetante</p><p>è d'obbligo prendere una grattachecca, ""Sora Maria"" è l'indirizzo migliore della città dal 1933 questo chiosco delizia romani e non, e la bontà della bevanda è garantita: ci sono varie opzioni, e dopo aver scelto le varie basi (menta, tamarindo, fragola, eccc...) pezzi di frutta affogheranno dentro la bevanda.&nbsp;</p><p><img src=""https://api.theland.me/uploads/user/140/attachment/a84f6e21205e87507c7f48143c57cc13.jpeg""><br></p><p><br></p><p>&nbsp;La Sora Mirella, (al secolo Mirella Mancini), morta mercoledì a 78 anni, era un’istituzione per i turisti e per i romani che nelle sere d’estate erano di transito all’Isola Tiberina. Sguardo burbero, risata contagiosa, battuta sempre pronta da vera trasteverina, la Sora Mirella era il simbolo di un chiosco nato quasi un secolo fa, nel 1915. Per farla arrabbiare bisognava dire che le sue erano semplici “granite”. La Sora Mirella amava ricordare l’origine della grattachecca, citando la leggenda di Vincenzo, ciabattino di Trastevere, che a ogni cliente che arriva al chiosco per chiedere la granita, diceva alla moglie Francesca, detta Checca, di preparare altro ghiaccio. Da qui l’esortazione: «Gratta Checca, gratta Checca». Molto più probabile l’origine più prosaica, data del nome della lastra di ghiaccio, che i romani chiamavano “checcha”. Quella lastra che veniva tritata finemente a mano fino a diventare come neve, mischiata a sciroppi fatti in casa e pezzi di frutta fresca tritata. Oggi il chiosco è moderno, si serve anche altro oltre alle grattachecche, è aperto tutto l’anno e vi lavorano i suoi due figli. Ma il ghiaccio si tritura ancora a mano. Mirella ha lavorato fino a 4 anni fa ed anche la scorsa estate non ha rinunciato ad una visita all’ amato fiume, dove ha trascorso 50 della sua vita.<br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p></p>"	1933-04-24	2017-04-24	[]	me	[]	la-sora-maria
159	116	145	Capolinea del tram 4 negli anni '60	b5b57bd64213c744bd1f14a0e9043ec0.jpg	"<p>A un angolo di piazza delle Muse, venendo su da Via Tommaso Salvini, curvando e scendendo lungo Via Eleonora Duse, passava il tram numero 4, per fermarsi al capolinea in fondo a Via Duse, a 2 passi da casa dei miei nonni. Nel 1959-60, col pretesto delle Olimpiadi, la rete dei trasporti romani venne pesantemente sconvolta portando con se la distruzione della rete tranviaria. Così nel 1960 il tram 4 venne sostituito da una linea autobus. Non esistevano macchine sollevamento pesanti; le rotaie venivano rimosse da squadre di operai. Quando era bambino mio papà, osservando dal cancello di casa accanto al capolinea, non pensava&nbsp;che le rotaie fossero così pesanti. Per sollevare una singola rotaia si utilizzava una squadra di 8 operai che si muoveva in sincrono al semplice comando vocale di ""Oh-Issa""; la portavano in spalla e spingevano su un carro; l'errore di uno solo poteva essere nociva per tutti.  Per anni gli autisti in riposo al capolinea di Via Duse hanno comunque continuato a riposarsi ai tavolini del bar di Giovanni fronte capolinea, assieme agli altri giovani del quartiere; oggi si chiama gelateria Duse, ancora con proprietario Giovanni, forse l'unica gelateria di Roma ad utilizzare ancora frutta vera e poco ghiaccio.</p><p><img src=""https://api.theland.me/uploads/user/145/attachment/34c7bc33fc16a67c3026e1ef8d7b626a.jpeg""></p><p><img src=""https://api.theland.me/uploads/user/145/attachment/09b17f4d251313f6fcd95db034431f8a.jpeg""></p>"	1959-01-01	1960-01-01	[]	me	[]	capolinea-del-tram-4-negli-anni-60
160	142	157	Piazza Cavalieri di Malta	ab192c898bfc602947ca5f8e36b4e732.jpg	"<p>Nel portone, che immette alla proprietà del Gran Priorato dell'Ordine&nbsp; dei Cavalieri di Malta, vi è un buco dove in prospettiva si vede la cupola di S. Pietro&nbsp;alla fine di un viale di piante. Lo spettacolo è emozionante sia di giorno che di notte e trasmette una sensazione&nbsp;d' infinito.</p><p><br></p><p><br></p><p><img src=""https://api.theland.me/uploads/user/157/attachment/80d439d4e0a82f24b996fee934411001.jpeg""></p><p><br></p><p><br></p><p><br></p>"	2010-01-04	2017-04-24	[]	me	[]	piazza-cavalieri-di-malta
161	143	157	scalinata di Trinità dei Monti Piazza di Spagna	236d4c7d0845b9a326a56925469ab1ed.jpg	"<p>All'inizio della primavera sulla scalinata di Trinità dei Monti sono posizionati centinaia di vasi di Azalee, rappresentano il simbolo della primavera che arriva a Roma e la colora di&nbsp;nuovo dandole un profumo di eternità.</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/157/attachment/97db2737231ee285b54a27a7c77f5e96.jpeg""></p>"	2017-04-05	2017-04-24	[]	me	[]	scalinata-di-trinita-dei-monti-piazza-di-spagna
162	144	157	La Grande Sinagoga di Roma	b07c11e771c10215d26a6024077929ad.jpg	"<p>La Grande Sinagoga è uno dei monumenti più belli della Roma ebraica. La visita della Sinagoga e del &nbsp;museo della tradizione ebraica mi hanno trasmesso rispetto per la cultura degli ebrei e mi hanno fatto pensare al terribile olocausto.</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/157/attachment/a84aa66ea2eaa1b3bae4d7a751404ee8.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""></p>"	2017-01-03	2017-04-24	[]	me	[]	la-grande-sinagoga-di-roma
163	145	136	Piazza pio IX	8a297352f8e23afe7c4ecbedbcebde21.jpg	"<p>Piazza Pio IX, è la piazza principale della piccola zona di Roma in cui sono nato e cresciuto.</p><p>Mi è sempre piaciuta l’idea di avere una piazzetta vicino casa in cui non mancava niente, come se fosse un piccolo paesino con il supermercato, l’alimentari, la pizzeria, la farmacia, la pediatra.</p><p>Ogni cosa la puoi raggiungere in pochi minuti.</p><p>Nel corso degli anni sono cambiati vari negozi, ma quelli importanti per la gente che ci vive non se ne vanno mai, fortunatamente.</p><p>Vari negozianti hanno cercato di affermarsi nella zona ma quasi tutti, ahimè, non ce l’hanno fatta.</p><p>Ad esempio: dentisti, agenzie di viaggi, birrerie, mercerie; Purtroppo molti di questi pochi mesi dopo hanno chiuso.  </p><p>Invece quelli ben saldi sono ad esempio: Buccilli, Mitiko, il bar, Il supermercato; che fortunatamente rimangono delle ancore nella vita quotidiana delle persone.</p><p>con il passare degli anni è &nbsp;la piazza è cambiata molto anche a causa delle nuove esigenze che la gente ha iniziato ad avere.</p><p>ad esempio si è creata una zona pedonale al centro della piazza, e sono stati creati più parcheggi per le auto che anticamente erano molto rare da incrociare.</p><p>QUESTA E' PIAZZA PIO IX TRATTA DA UNA ANTICA CARTOLINA</p><p><img src=""https://api.theland.me/uploads/user/136/attachment/54315e59316510887cb8e681f5f34ca6.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/136/attachment/c0ca2d49bc3d051024a730387b106cc1.png""><br></p><p><font face=""Helvetica Neue, Arial, sans-serif"">QUESTA E' LA VECCHIA FARMACIA DOVE ADESSO C'E' BUCCILLI</font></p><p><img src=""https://api.theland.me/uploads/user/136/attachment/19cd3bd6f8c5dcc6c8f363e415271a1d.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/136/attachment/101725dfb02e3d305d6f2ea16d4b8132.png""><br></p><p>E QUESTA E' LA VISTA DA UNA VIA CHE SFOCIA SU PIAZZA PIO IX</p><p><img src=""https://api.theland.me/uploads/user/136/attachment/211b8f252805e9b1d7266a8ba59bb39e.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/136/attachment/7ed59792911bdfaf358d80af728d4af6.png""><br></p>"	1958-04-09	2017-04-25	[]	me	[]	piazza-pio-ix
164	146	158	San Lorenzo, movida di Roma	ab044a7e2a33b8b5028805b5392fcc9b.jpg	"<p>San Lorenzo risale alla fine degli anni 80' vicino alla Via Tiburtina.</p><p>San Lorenzo è meta di molti studenti universitari poiché vicino la piazza principale vi è la città universitaria, la Sapienza, con milioni di studenti.&nbsp;</p><p>La sera San Lorenzo è molto popolata per via degli innumerevoli locali dove andare a bere e e divertirsi per una serata, per questo è considerata la 'movida' di Roma insieme a Ponte Milvio, Piazza Cavour e Trastevere.&nbsp;</p><p>Un tempo San Lorenzo fu realizzata per operai come ad esempio ferrovieri e artigiani che arrivarono a Roma per lo sviluppo urbanistico.<img src=""https://api.theland.me/uploads/user/158/attachment/d5fa8b9940667daa68a4ddbbb0f3cdb7.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""></p><p>Personalmente frequento spesso questo quartiere con i miei amici anche per passare una bella serata in tranquillità ed armonia; c<span style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;"">ome tutti i quartieri anche questo è abbastanza pericoloso, soprattutto la sera, dove girano tutti i tipi di persone, quindi è meglio uscire in gruppo.&nbsp;</span></p><p><br></p><p><img src=""https://api.theland.me/uploads/user/158/attachment/88f62530aaea10759e6228c99c356502.jpeg""><br></p><p>Il locale più popolato di San Lorenzo è lo Scream. Questo locale è 'famoso' per i suoi cocktail e gli shot ma soprattutto per il loro prezzo molto convincente.&nbsp;</p>"	1888-07-02	2017-04-25	[]	me	[]	san-lorenzo-movida-di-roma
166	148	138	Fuerteventura	af78798e87583a2efe407ea0a5620902.jpg	"<p><h3>Costa Calma è famosa per le sue spiagge bianche e per i suoi bassi fondali. E' nota anche per la sua poca popolazione infatti viene scelta come meta per rilassarsi. E' considerata un isola paradisiaca per le sue spiagge e per i panorami suggestivi.</h3><p><img src=""https://api.theland.me/uploads/user/138/attachment/507a13ad9c3b4caea3fe4a61c20c11a0.jpeg""><br></p><p>Appena arrivati nella città ho notato la presenza di un gran numero di abitanti tedeschi pensionati, infatti la maggior parte delle attività sono gestite da coppie di anziani.&nbsp;</p><p>Una volta al resort siamo scesi in spiaggia per rilassarci un po', ma un problema di questa isola è il forte vento che alza la sabbia e arriva sul corpo con una grande violenza. Quindi abbiamo fatto tutto tranne che rilassarci.</p><p>A parte questo difetto dell'isola, il resto è davvero molto bello.</p><p>Per visitare tutta l'isola abbiamo affittato una macchina e abbiamo passato una giornata alla scoperta.</p><p>Durante tutto il viaggio sembrava di attraversare la &nbsp;<b>Monument Valley</b>; si era creato un clima americano sia per il colore del terreno, sia per i cavalli che passeggiavano, sia per la struttura della strada.&nbsp;<br></p><p><img src=""https://api.theland.me/uploads/user/138/attachment/4d857c93d26da50a2b454a9d9436f039.jpeg""><br></p><p>Continuando questo viaggio verso nord il paesaggio tornava normale, fino ad arrivare alle <i><b>dune di Corrallejo.</b></i></p><p>Penso che sia la cosa più affascinante di tutta l'isola, è deserto ai margini della costa. Abbiamo lasciato la macchina sulla strada e ci siamo incamminati come beduini tra le dune. Mi ha ricordato la fantastica Death Valley o il deserto Sahariano.</p><p><img src=""https://api.theland.me/uploads/user/138/attachment/1713c1da7d9cb25af231c6a5b06bb9b8.jpeg""></p><p>Con la mia famiglia sono salita in cima alla duna più alta e da lì tutti giù, scivolando, rotolando e saltando in quel mondo di sabbia. La cosa spettacolare è che le dune si confondono con la spiaggia dell'oceano con acqua cristallina.&nbsp;</p><p>Lungo questa costa per il forte vento è molto praticato il surf.&nbsp;</p><p><img src=""https://api.theland.me/uploads/user/138/attachment/2afdb9f8b3558009f731e00f169b2b4c.jpeg""><br></p><p>Dopo aver fatto una passeggiata fra le dune ci siamo rimessi in macchina e siamo arrivati nel centro di&nbsp;Corralejo&nbsp;dove ci siamo dedicati allo shopping e a mangiare cibi tipici dell'isola.</p><p>E' stato molto stancante ma ne è valsa la pena visitare l'isola perché è caratterizzata da paesaggi mozzafiato.</p><p>Il terzo giorno abbiamo deciso di fare un'escursione all' Oasis Park, che è un parco zoologico e un giardino botanico situato a pochi minuti dal posto dove alloggiavo con la mia famiglia.</p><p>Il parco zoologico riproduce nei minimi dettagli l'habitat naturale dei singoli animali ospitati, e ogni mezzora sono presentate delle esibizioni, sia per trattenere il pubblico sia per metterli a contatto diretto con alcune specie di animali.</p><p><img src=""https://api.theland.me/uploads/user/138/attachment/f1cfd721db94ec8cfb75f14779678e97.jpeg""></p><p>La cosa che mi è piaciuta più di tutti è stata la possibilità di dar da mangiare agli animali perché non capita tutti i giorni di poter stare a contatto per esempio con una giraffa.</p><p>Dopo aver visitato tutto lo zoo ci siamo spostati dalla parte opposta per andare a visitare il giardino botanico, caratterizzato da molti tipi di piante.</p><p>Abbiamo passato un bellissima giornata a contatto con la natura.</p><p>l resto dei giorni siamo andati in giro per costa clama e abbiamo alternato mare e piscina.</p><p>Al ritorno siamo rimasti 24 ore in aeroporti a Tenerife&nbsp;a causa di un guasto all'aereo.&nbsp;</p><p>Abbiamo dormito sulle panchine interne dell'aeroporto e il giorno dopo alle 4 di pomeriggio siamo ripartiti per Roma.&nbsp;</p><p>A causa del guasto abbiamo sposato di un giorno la nostra partenza per la Sardegna.</p><p>A parte questo episodio il viaggio è stato molto divertente.</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p></p>"	2016-08-01	2016-08-08	[]	me	[]	fuerteventura
167	149	135	Gonnos	06e787913c6205852f152a992aac396d.JPG	"<p><a href=""http://www.comune.gonnosfanadiga.ca.it/"">GONNOSFANADIGA</a> (Gonnos in sardo) :</p><p>Comune italiano di circa 6.000 abitanti della provincia del sud Sardegna, si parla il Sardo campidanese.&nbsp;<br>Gonnosfanadiga dall'alto 1985/6</p><p><img src=""https://api.theland.me/uploads/user/135/attachment/d9df863b54e3d86c09edbff4a506fa85.jpeg""><br></p><p>Gonnosfanadiga dall'alto 2005<br><img src=""https://api.theland.me/uploads/user/135/attachment/c8620be77a00ea9e9be3876a1b3ea126.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""><br></p><p><b>Una storia a Gonnos</b>:</p><p>La signora Maria fu allevata da un’altra famiglia, il padre consanguineo si sposò con la madre del signor Giovanni, marito attuale della signora Maria, questa tornò a casa all’ età di 15 anni e trovò il padre sposato con la madre di Giovanni e Giovanni stesso. Maria dopo qualche mese andò a lavorare a Genova con la ragazza, “supippiedda”, di Giovanni. Quando tornarono dall’ impiego lui lasciò la ragazza per Maria, si sposarono ed ebbero ben otto figli. </p><p>Personalmente la loro storia mi ricorda vagamente quella della sitcom italiana <a href=""https://it.wikipedia.org/wiki/I_Cesaroni"">I Cesaroni</a>, anche se &nbsp;alla fine nella serie tv non fecero otto figli.<br></p><p><b>USANZE SARDE</b>:</p><p>In Sardegna al battesimo si usa far prendere dal padre e dal padrino il bambino per le gambe e mettendolo a testa in giù per qualche minuto, il tempo di una foto, perché al momento della nascita il neonato se non piange lo si mette a testa in giù per farlo respirare</p><p><img src=""https://api.theland.me/uploads/user/135/attachment/02fe1612c5599463b311dfe99a7d9d18.jpeg""><br>il neonato a testa in giù nella foto è mio zio, sorretto da mio nonno e dal padrino.&nbsp;<br></p><p><b>FESTA DI SANT’ ISIDORO&nbsp;</b>(<i>santo patrono</i>):</p><p>Festa che si celebra a settembre ci si veste con il tipico costume sardo e si gira per tutto il paese su dei cavalli, trattori o su dei carretti trainati da buoi o somari, chiaramente tutti agghindati a festa, poi gruppi di persone passano tenendo in mano uno striscione con su scritto il nome del paese da cui provengono i “camminatori”.<img src=""https://api.theland.me/uploads/user/135/attachment/5feeaade084a83e122475d71cbf1d6f9.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""></p><p><img src=""https://api.theland.me/uploads/user/135/attachment/4799db03d634cd6ede9df4dafa6211e6.jpeg""><br></p><p><img src=""https://api.theland.me/uploads/user/135/attachment/343968e12ae425bcd77bf95769021cdd.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""><br></p><p><img src=""https://api.theland.me/uploads/user/135/attachment/68d743872d8fd85f6858445557526fb7.jpeg"">:)<br></p>"	1985-01-01	2017-04-26	[]	me	[]	gonnos
168	150	134	Fiera di aquiloni	25b1b98b0964b584d923c262510264bf.png	"<p>dal 21 Aprile al 1 Maggio del 2017 c'è stata la 37° edizione del festival internazionale dell'aquilone. Questo festival si trova sulla spiaggia Pinarella di Cervia. Il cielo è completamente coperto da aquiloni stupendi di diverse dimensioni e colori.Come tradizione verranno persone appassionate da tutto il mondo sia a vedere che per mostrare il proprio aquilone agli altri,anche facendo spettacoli in mezzo alla spiaggia. Per il 2017 ci sono 30 nazioni ospiti,oltre all’Italia parteciperanno Australia, Canada, Nuova Zelanda, Stati Uniti d’America, Argentina, Olanda,&nbsp;Irlanda, Svezia, Finlandia, Francia, Germania, Russia, Spagna, Sri Lanka, Svizzera, Tailandia, Tasmania, Ungheria, Austria, Curaçao, Filippine, Ghana, Giappone, India, Indonesia, Inghilterra, Israele, Lussemburgo e Polonia. L’evento prevede anche feste sulla spiaggia per intrattenere i visitatori. Io sono stata una dei tantissimi visitatori proprio in questa settimana e posso dire che è stata un'esperienza bellissima da poter vedere,non solo per gli aquiloni ma anche per l'amicizia che si costruisce tra le persone dei diversi paesi,che sono molto disponibili ad aiutarsi tra loro.</p><p>Ho alcune foto degli aquiloni che metterò qui sotto:</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/134/attachment/2cb410d49647c609a63ff79331e96aba.png""></p><p>in questa immagine sono illustrati più di 500 aquiloni di diverso colore e sono giapponesi. Viene chiamato ""treno</p><p><img src=""https://api.theland.me/uploads/user/134/attachment/3669a2ffbfa31eedffd6f251a93c6979.png""></p><p>questo rappresenta un fantasmino che entra nella sua tana</p><p>&nbsp;</p><p><img src=""https://api.theland.me/uploads/user/134/attachment/97f5ba0b10f3f7d33641b38a754600bd.png""></p><p>questo cuore rappresenta l'amore per questo evento</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/134/attachment/385f078dc7dff43d0318a9ca371ed5bb.png""></p><div><div>questa è l'immagine di un gufo e un drago usati nei cartoni della Disney.Hanno spiegato proprio durante la fiera che questo aquilone del drago lo hanno usato proprio per l'ultimo film della disney</div><div><p><br></p></div></div><div><p><br></p></div>"	2017-04-21	2017-05-01	[]	me	[]	fiera-di-aquiloni
170	152	135	Festa di Marceddi	481c0fe91275cd589bf1c0ccf707509a.jpg	"<p>Festa della santa madonna di Bonaria </p><p>Inizia il pomeriggio del venerdì successivo alla settimana di ferragosto. La statua viene portata su una caratteristica barca adagiata su un carrello di un trattore, ed è preceduta da un corteo di moto e motorini che rumoreggiano e scortata dai fedeli a piedi, dalla cattedrale di san Pietro alla chiesetta di Marceddi. I primo sabato la statua viene portata in processione  per le vie della borgata, mentre la domenica avviene la processione in mare la Santa viene posta su un peschereccio adornato di bandierine ed inizia la processione, seguita dai fedeli in barca, dall’alto un elicottero getta con corona di fiori.</p><p>Per tradizione in questa occasione di festa vengono arrostiti: pesci ,maialini e capretti. Questi ultimi sono cucinati interi, a girarrosto per tutta la giornata e consumati gratuitamente dai partecipanti.&nbsp;</p><p><img src=""https://api.theland.me/uploads/user/135/attachment/421b95f1f397234540bc0f2184df134d.jpeg""><br></p><p>Dopo cena iniziavano i fuochi d'artificio</p><p><img src=""https://api.theland.me/uploads/user/135/attachment/ee3241020fe651c0aeba279c0c7f2bf0.jpeg"">:)<br></p>"	2008-08-22	2017-04-26	[]	me	[]	festa-di-marceddi
171	153	128	La leggenda del Pantheon	43b5c173ebf6c1cf05b52a14b01c7949.jpg	"<p>Questo che vi mostro è il retro del Pantheon, monumento artistico e religioso, prima pagano e poi consacrato al Cristianesimo, che tutto il mondo ci invidia. Come tutti saprete esso è di forma circolare ed è cinto da un fossato che lo circonda totalmente, il cui ruolo, facilmente deducibile, era quello di arginare le numerose inondazioni del Tevere, considerando che esso sorge, pare, nel punto più basso di Roma, a soli 11 metri dal livello del mare.</p><p>Ebbene, se questo spiega, a grandi linee, il motivo della costruzione del fossato, esiste una versione leggendaria che vede protagonisti un mago ed il diavolo. Si narra che il diavolo donò un potente libro magico ad un famoso e scaltro mago in cambio della sua anima; quando il mago vide avvicinarsi il momento della sua morte e non volendo mantenere fede al patto, si rifugiò dentro il luogo nel quale,per la sua sacralità, il diavolo non vi poteva accedere, il Pantheon per l'appunto. Si dice che il demonio, talmente adirato e spazientito dall'attesa che il mago uscisse, girò talmente tante volte tutt'intorno alla Chiesa, da formare il fossato che ancora oggi ammiriamo.</p><p>L'origine del fenomeno delle leggende io credo sia da ricercare nella necessità del popolo, tra cui dilagava l'analfabetismo e di conseguenza l'impossibilità di attingere a fonti storiche, di dare una spiegazione più o meno plausibile ad ogni evento, sia esso storico o legato a fenomeni naturali. Questo perché l'uomo è da sempre bisognoso e affamato di conoscenza, come è giusto che sia.</p><p><br></p><p><img src=""https://api.theland.me/uploads/user/128/attachment/97c5a399700cc9dc2045f55acd0297dd.jpeg""><img src=""https://api.theland.me/uploads/user/128/attachment/2680679d5447e36aaea10c2f8d4e46db.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""><img src=""https://api.theland.me/uploads/user/128/attachment/6efe05cb1f5ff8eac2145b2892094d96.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""></p>"	2017-04-05	2017-04-26	[]	me	[]	la-leggenda-del-pantheon
172	154	128	La leggenda della fontana di Trevi	e65365943fdda65f071f4cabc92d062a.jpg	"<p>Ieri una parente mi raccontò questa storia. Riconosco che è sempre bello sapere nuove curiosità su uno dei monumenti più belli del mondo.</p><p>La fontana di Trevi</p><p>&nbsp;<span style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;"">E’ la più importante e bella di Roma, di certo anche uno dei posti più romantici della città.</span></p><p>Tutti conoscono la leggenda della monetina che gettata dando le spalle alla fontana, assicura un ritorno a Roma, ma la Fontana di Trevi nasconde ben altre leggende, accumulatesi in quasi due secoli e mezzo di storia (La fontana è stata inaugurata nel 1761).</p><p>Una di queste leggende riguarda Nicola Salvi, l’architetto che ha progettato la fontana.</p><p>Si racconta che la scultura in travertino sul muro che circonda la fontana all’angolo con via della Stamperia, che sembra raffigurare un grosso vaso, sia stata posto dal Salvi per un motivo ben preciso. Sembra, infatti, che l’architetto non andasse d’accordo con un barbiere che aveva la sua bottega proprio in quella che oggi è via della Stamperia. Il barbiere lo assillava con continue critiche e giudizi negativi sui lavori alla fontana. Così il Salvi gli piazzò davanti questo vaso, in modo tale che non potesse più vedere il procedere dei lavori. I romani hanno poi ribattezzato questa scultura con il nome di asso di coppe, per la sua somiglianza alla carta da gioco.<img src=""https://api.theland.me/uploads/user/128/attachment/ac76064a599943a794b3acfdb9fa9787.jpeg"" style=""font-family: &quot;Helvetica Neue&quot;, Arial, sans-serif;""></p><p><br></p>"	2017-04-25	2017-04-26	[]	me	[]	la-leggenda-della-fontana-di-trevi
